column_name,brand_id,brand_name,question_code,attribute_name
QI - Trà Jokky_Mang đến sự vui tươi và lạc quan,7000,Trà Jokky,QI.Imagery,Mang đến sự vui tươi và lạc quan
QI - Trà Jokky_Có lợi cho sức khỏe,7000,Trà Jokky,QI.Imagery,Có lợi cho sức khỏe
QI - Trà Jokky_Giúp giảm căng thẳng và mệt mỏi,7000,Trà Jokky,QI.Imagery,Giúp giảm căng thẳng và mệt mỏi
QI - Trà Jokky_Mang lại cảm giác thư giãn,7000,Trà Jokky,QI.Imagery,Mang lại cảm giác thư giãn
QI - Trà Jokky_Giải nhiệt cuộc sống,7000,Trà Jokky,QI.Imagery,Giải nhiệt cuộc sống
QI - Trà Jokky_Tạo cảm giác sảng khoái,7000,Trà Jokky,QI.Imagery,Tạo cảm giác sảng khoái
QI - Trà Jokky_Tái tạo năng lượng,7000,Trà Jokky,QI.Imagery,Tái tạo năng lượng
QI - Trà Jokky_Có nhiều vị để lựa chọn,7000,Trà Jokky,QI.Imagery,Có nhiều vị để lựa chọn
QI - Trà Jokky_Mang đến cảm giác tươi mát,7000,Trà Jokky,QI.Imagery,Mang đến cảm giác tươi mát
QI - Trà Jokky_DK/NA,7000,Trà Jokky,QI.Imagery,DK/NA
QI - Trà sữa C2_Những thương hiệu được ưa chuộng và phổ biến,8000,Trà sữa C2,QI.Imagery,Những thương hiệu được ưa chuộng và phổ biến
QI - Trà sữa C2_Bao bì có thiết kế thu hút,8000,Trà sữa C2,QI.Imagery,Bao bì có thiết kế thu hút
QI - Trà sữa C2_Nhãn hiệu đáng tin cậy,8000,Trà sữa C2,QI.Imagery,Nhãn hiệu đáng tin cậy
QI - Trà sữa C2_Giá cả hợp lý với chất lượng mang lại,8000,Trà sữa C2,QI.Imagery,Giá cả hợp lý với chất lượng mang lại
QI - Trà sữa C2_Phù hợp để thưởng thức hàng ngày,8000,Trà sữa C2,QI.Imagery,Phù hợp để thưởng thức hàng ngày
QI - Trà sữa C2_Làm dịu cơn khát,8000,Trà sữa C2,QI.Imagery,Làm dịu cơn khát
QI - Trà sữa C2_Vị ngon mà tôi yêu thích,8000,Trà sữa C2,QI.Imagery,Vị ngon mà tôi yêu thích
"QI - Trà sữa C2_Thương hiệu mang tính hiện đại, trẻ trung",8000,Trà sữa C2,QI.Imagery,"Thương hiệu mang tính hiện đại, trẻ trung"
QI - Trà sữa C2_Sản xuất từ nguyên liệu tự nhiên,8000,Trà sữa C2,QI.Imagery,Sản xuất từ nguyên liệu tự nhiên
QI - Trà sữa C2_Mang đến sự vui tươi và lạc quan,8000,Trà sữa C2,QI.Imagery,Mang đến sự vui tươi và lạc quan
QI - Trà sữa C2_Có lợi cho sức khỏe,8000,Trà sữa C2,QI.Imagery,Có lợi cho sức khỏe
QI - Trà sữa C2_Giúp giảm căng thẳng và mệt mỏi,8000,Trà sữa C2,QI.Imagery,Giúp giảm căng thẳng và mệt mỏi
QI - Trà sữa C2_Mang lại cảm giác thư giãn,8000,Trà sữa C2,QI.Imagery,Mang lại cảm giác thư giãn
QI - Trà sữa C2_Giải nhiệt cuộc sống,8000,Trà sữa C2,QI.Imagery,Giải nhiệt cuộc sống
QI - Trà sữa C2_Tạo cảm giác sảng khoái,8000,Trà sữa C2,QI.Imagery,Tạo cảm giác sảng khoái
QI - Trà sữa C2_Tái tạo năng lượng,8000,Trà sữa C2,QI.Imagery,Tái tạo năng lượng
QI - Trà sữa C2_Có nhiều vị để lựa chọn,8000,Trà sữa C2,QI.Imagery,Có nhiều vị để lựa chọn
QI - Trà sữa C2_Mang đến cảm giác tươi mát,8000,Trà sữa C2,QI.Imagery,Mang đến cảm giác tươi mát
QI - Trà sữa C2_DK/NA,8000,Trà sữa C2,QI.Imagery,DK/NA
QI - Búp non 365_Những thương hiệu được ưa chuộng và phổ biến,9000,Búp non 365,QI.Imagery,Những thương hiệu được ưa chuộng và phổ biến
QI - Búp non 365_Bao bì có thiết kế thu hút,9000,Búp non 365,QI.Imagery,Bao bì có thiết kế thu hút
QI - Búp non 365_Nhãn hiệu đáng tin cậy,9000,Búp non 365,QI.Imagery,Nhãn hiệu đáng tin cậy
QI - Búp non 365_Giá cả hợp lý với chất lượng mang lại,9000,Búp non 365,QI.Imagery,Giá cả hợp lý với chất lượng mang lại
QI - Búp non 365_Phù hợp để thưởng thức hàng ngày,9000,Búp non 365,QI.Imagery,Phù hợp để thưởng thức hàng ngày
QI - Búp non 365_Làm dịu cơn khát,9000,Búp non 365,QI.Imagery,Làm dịu cơn khát
QI - Búp non 365_Vị ngon mà tôi yêu thích,9000,Búp non 365,QI.Imagery,Vị ngon mà tôi yêu thích
"QI - Búp non 365_Thương hiệu mang tính hiện đại, trẻ trung",9000,Búp non 365,QI.Imagery,"Thương hiệu mang tính hiện đại, trẻ trung"
QI - Búp non 365_Sản xuất từ nguyên liệu tự nhiên,9000,Búp non 365,QI.Imagery,Sản xuất từ nguyên liệu tự nhiên
QI - Búp non 365_Mang đến sự vui tươi và lạc quan,9000,Búp non 365,QI.Imagery,Mang đến sự vui tươi và lạc quan
QI - Búp non 365_Có lợi cho sức khỏe,9000,Búp non 365,QI.Imagery,Có lợi cho sức khỏe
QI - Búp non 365_Giúp giảm căng thẳng và mệt mỏi,9000,Búp non 365,QI.Imagery,Giúp giảm căng thẳng và mệt mỏi
QI - Búp non 365_Mang lại cảm giác thư giãn,9000,Búp non 365,QI.Imagery,Mang lại cảm giác thư giãn
QI - Búp non 365_Giải nhiệt cuộc sống,9000,Búp non 365,QI.Imagery,Giải nhiệt cuộc sống
QI - Búp non 365_Tạo cảm giác sảng khoái,9000,Búp non 365,QI.Imagery,Tạo cảm giác sảng khoái
QI - Búp non 365_Tái tạo năng lượng,9000,Búp non 365,QI.Imagery,Tái tạo năng lượng
QI - Búp non 365_Có nhiều vị để lựa chọn,9000,Búp non 365,QI.Imagery,Có nhiều vị để lựa chọn
QI - Búp non 365_Mang đến cảm giác tươi mát,9000,Búp non 365,QI.Imagery,Mang đến cảm giác tươi mát
QI - Búp non 365_DK/NA,9000,Búp non 365,QI.Imagery,DK/NA
QME2 - C2_Do not like the flavor/The flavor do not taste good,1,C2,QME2.Barriers,Do not like the flavor/The flavor do not taste good
QME2 - C2_Unhealthy,1,C2,QME2.Barriers,Unhealthy
QME2 - C2_Do not trust in product quality,1,C2,QME2.Barriers,Do not trust in product quality
QME2 - C2_Expensive than I expected,1,C2,QME2.Barriers,Expensive than I expected
QME2 - C2_Too cheap,1,C2,QME2.Barriers,Too cheap
QME2 - C2_Does not have enough flavour that I want to choose,1,C2,QME2.Barriers,Does not have enough flavour that I want to choose
QME2 - C2_Has higher sugar than I needed,1,C2,QME2.Barriers,Has higher sugar than I needed
QME2 - C2_Usually do not have sale promotion while other brands have,1,C2,QME2.Barriers,Usually do not have sale promotion while other brands have
QME2 - C2_Do not want other people see when I drink/buy this brand,1,C2,QME2.Barriers,Do not want other people see when I drink/buy this brand
QME2 - C2_Unpopular brands,1,C2,QME2.Barriers,Unpopular brands
QME2 - C2_Do not like recent packaging designs,1,C2,QME2.Barriers,Do not like recent packaging designs
"QME2 - C2_Does not elegant, premium",1,C2,QME2.Barriers,"Does not elegant, premium"
QME2 - C2_Asked but the store does not sell it,1,C2,QME2.Barriers,Asked but the store does not sell it
QME2 - C2_Not preserved in cool place,1,C2,QME2.Barriers,Not preserved in cool place
QME2 - C2_None,1,C2,QME2.Barriers,None
QME2 - OLong Tea Plus_Do not like the flavor/The flavor do not taste good,8,OLong Tea Plus,QME2.Barriers,Do not like the flavor/The flavor do not taste good
QME2 - OLong Tea Plus_Unhealthy,8,OLong Tea Plus,QME2.Barriers,Unhealthy
QME2 - OLong Tea Plus_Do not trust in product quality,8,OLong Tea Plus,QME2.Barriers,Do not trust in product quality
QME2 - OLong Tea Plus_Expensive than I expected,8,OLong Tea Plus,QME2.Barriers,Expensive than I expected
QME2 - OLong Tea Plus_Too cheap,8,OLong Tea Plus,QME2.Barriers,Too cheap
QME2 - OLong Tea Plus_Does not have enough flavour that I want to choose,8,OLong Tea Plus,QME2.Barriers,Does not have enough flavour that I want to choose
QME2 - OLong Tea Plus_Has higher sugar than I needed,8,OLong Tea Plus,QME2.Barriers,Has higher sugar than I needed
QME2 - OLong Tea Plus_Usually do not have sale promotion while other brands have,8,OLong Tea Plus,QME2.Barriers,Usually do not have sale promotion while other brands have
QME2 - OLong Tea Plus_Do not want other people see when I drink/buy this brand,8,OLong Tea Plus,QME2.Barriers,Do not want other people see when I drink/buy this brand
QME2 - OLong Tea Plus_Unpopular brands,8,OLong Tea Plus,QME2.Barriers,Unpopular brands
QME2 - OLong Tea Plus_Do not like recent packaging designs,8,OLong Tea Plus,QME2.Barriers,Do not like recent packaging designs
"QME2 - OLong Tea Plus_Does not elegant, premium",8,OLong Tea Plus,QME2.Barriers,"Does not elegant, premium"
QME2 - OLong Tea Plus_Asked but the store does not sell it,8,OLong Tea Plus,QME2.Barriers,Asked but the store does not sell it
QME2 - OLong Tea Plus_Not preserved in cool place,8,OLong Tea Plus,QME2.Barriers,Not preserved in cool place
QME2 - OLong Tea Plus_None,8,OLong Tea Plus,QME2.Barriers,None
QME2 - Không Độ_Do not like the flavor/The flavor do not taste good,11,Không Độ,QME2.Barriers,Do not like the flavor/The flavor do not taste good
QME2 - Không Độ_Unhealthy,11,Không Độ,QME2.Barriers,Unhealthy
QME2 - Không Độ_Do not trust in product quality,11,Không Độ,QME2.Barriers,Do not trust in product quality
QME2 - Không Độ_Expensive than I expected,11,Không Độ,QME2.Barriers,Expensive than I expected
QME2 - Không Độ_Too cheap,11,Không Độ,QME2.Barriers,Too cheap
QME2 - Không Độ_Does not have enough flavour that I want to choose,11,Không Độ,QME2.Barriers,Does not have enough flavour that I want to choose
QME2 - Không Độ_Has higher sugar than I needed,11,Không Độ,QME2.Barriers,Has higher sugar than I needed
QME2 - Không Độ_Usually do not have sale promotion while other brands have,11,Không Độ,QME2.Barriers,Usually do not have sale promotion while other brands have
QME2 - Không Độ_Do not want other people see when I drink/buy this brand,11,Không Độ,QME2.Barriers,Do not want other people see when I drink/buy this brand
QME2 - Không Độ_Unpopular brands,11,Không Độ,QME2.Barriers,Unpopular brands
QME2 - Không Độ_Do not like recent packaging designs,11,Không Độ,QME2.Barriers,Do not like recent packaging designs
"QME2 - Không Độ_Does not elegant, premium",11,Không Độ,QME2.Barriers,"Does not elegant, premium"
QME2 - Không Độ_Asked but the store does not sell it,11,Không Độ,QME2.Barriers,Asked but the store does not sell it
QME2 - Không Độ_Not preserved in cool place,11,Không Độ,QME2.Barriers,Not preserved in cool place
QME2 - Không Độ_None,11,Không Độ,QME2.Barriers,None
QME2 - Trà Cozy đóng chai_Do not like the flavor/The flavor do not taste good,15,Trà Cozy đóng chai,QME2.Barriers,Do not like the flavor/The flavor do not taste good
QME2 - Trà Cozy đóng chai_Unhealthy,15,Trà Cozy đóng chai,QME2.Barriers,Unhealthy
QME2 - Trà Cozy đóng chai_Do not trust in product quality,15,Trà Cozy đóng chai,QME2.Barriers,Do not trust in product quality
QME2 - Trà Cozy đóng chai_Expensive than I expected,15,Trà Cozy đóng chai,QME2.Barriers,Expensive than I expected
QME2 - Trà Cozy đóng chai_Too cheap,15,Trà Cozy đóng chai,QME2.Barriers,Too cheap
QME2 - Trà Cozy đóng chai_Does not have enough flavour that I want to choose,15,Trà Cozy đóng chai,QME2.Barriers,Does not have enough flavour that I want to choose
QME2 - Trà Cozy đóng chai_Has higher sugar than I needed,15,Trà Cozy đóng chai,QME2.Barriers,Has higher sugar than I needed
QME2 - Trà Cozy đóng chai_Usually do not have sale promotion while other brands have,15,Trà Cozy đóng chai,QME2.Barriers,Usually do not have sale promotion while other brands have
QME2 - Trà Cozy đóng chai_Do not want other people see when I drink/buy this brand,15,Trà Cozy đóng chai,QME2.Barriers,Do not want other people see when I drink/buy this brand
QME2 - Trà Cozy đóng chai_Unpopular brands,15,Trà Cozy đóng chai,QME2.Barriers,Unpopular brands
QME2 - Trà Cozy đóng chai_Do not like recent packaging designs,15,Trà Cozy đóng chai,QME2.Barriers,Do not like recent packaging designs
"QME2 - Trà Cozy đóng chai_Does not elegant, premium",15,Trà Cozy đóng chai,QME2.Barriers,"Does not elegant, premium"
QME2 - Trà Cozy đóng chai_Asked but the store does not sell it,15,Trà Cozy đóng chai,QME2.Barriers,Asked but the store does not sell it
QME2 - Trà Cozy đóng chai_Not preserved in cool place,15,Trà Cozy đóng chai,QME2.Barriers,Not preserved in cool place
QME2 - Trà Cozy đóng chai_None,15,Trà Cozy đóng chai,QME2.Barriers,None
QME2 - Dr. Thanh_Do not like the flavor/The flavor do not taste good,19,Dr. Thanh,QME2.Barriers,Do not like the flavor/The flavor do not taste good
QME2 - Dr. Thanh_Unhealthy,19,Dr. Thanh,QME2.Barriers,Unhealthy
QME2 - Dr. Thanh_Do not trust in product quality,19,Dr. Thanh,QME2.Barriers,Do not trust in product quality
QME2 - Dr. Thanh_Expensive than I expected,19,Dr. Thanh,QME2.Barriers,Expensive than I expected
QME2 - Dr. Thanh_Too cheap,19,Dr. Thanh,QME2.Barriers,Too cheap
QME2 - Dr. Thanh_Does not have enough flavour that I want to choose,19,Dr. Thanh,QME2.Barriers,Does not have enough flavour that I want to choose
QME2 - Dr. Thanh_Has higher sugar than I needed,19,Dr. Thanh,QME2.Barriers,Has higher sugar than I needed
QME2 - Dr. Thanh_Usually do not have sale promotion while other brands have,19,Dr. Thanh,QME2.Barriers,Usually do not have sale promotion while other brands have
QME2 - Dr. Thanh_Do not want other people see when I drink/buy this brand,19,Dr. Thanh,QME2.Barriers,Do not want other people see when I drink/buy this brand
QME2 - Dr. Thanh_Unpopular brands,19,Dr. Thanh,QME2.Barriers,Unpopular brands
QME2 - Dr. Thanh_Do not like recent packaging designs,19,Dr. Thanh,QME2.Barriers,Do not like recent packaging designs
"QME2 - Dr. Thanh_Does not elegant, premium",19,Dr. Thanh,QME2.Barriers,"Does not elegant, premium"
QME2 - Dr. Thanh_Asked but the store does not sell it,19,Dr. Thanh,QME2.Barriers,Asked but the store does not sell it
QME2 - Dr. Thanh_Not preserved in cool place,19,Dr. Thanh,QME2.Barriers,Not preserved in cool place
QME2 - Dr. Thanh_None,19,Dr. Thanh,QME2.Barriers,None
QME2 - Trà Tea Go_Do not like the flavor/The flavor do not taste good,23,Trà Tea Go,QME2.Barriers,Do not like the flavor/The flavor do not taste good
QME2 - Trà Tea Go_Unhealthy,23,Trà Tea Go,QME2.Barriers,Unhealthy
QME2 - Trà Tea Go_Do not trust in product quality,23,Trà Tea Go,QME2.Barriers,Do not trust in product quality
QME2 - Trà Tea Go_Expensive than I expected,23,Trà Tea Go,QME2.Barriers,Expensive than I expected
QME2 - Trà Tea Go_Too cheap,23,Trà Tea Go,QME2.Barriers,Too cheap
QME2 - Trà Tea Go_Does not have enough flavour that I want to choose,23,Trà Tea Go,QME2.Barriers,Does not have enough flavour that I want to choose
QME2 - Trà Tea Go_Has higher sugar than I needed,23,Trà Tea Go,QME2.Barriers,Has higher sugar than I needed
QME2 - Trà Tea Go_Usually do not have sale promotion while other brands have,23,Trà Tea Go,QME2.Barriers,Usually do not have sale promotion while other brands have
QME2 - Trà Tea Go_Do not want other people see when I drink/buy this brand,23,Trà Tea Go,QME2.Barriers,Do not want other people see when I drink/buy this brand
QME2 - Trà Tea Go_Unpopular brands,23,Trà Tea Go,QME2.Barriers,Unpopular brands
QME2 - Trà Tea Go_Do not like recent packaging designs,23,Trà Tea Go,QME2.Barriers,Do not like recent packaging designs
"QME2 - Trà Tea Go_Does not elegant, premium",23,Trà Tea Go,QME2.Barriers,"Does not elegant, premium"
QME2 - Trà Tea Go_Asked but the store does not sell it,23,Trà Tea Go,QME2.Barriers,Asked but the store does not sell it
QME2 - Trà Tea Go_Not preserved in cool place,23,Trà Tea Go,QME2.Barriers,Not preserved in cool place
QME2 - Trà Tea Go_None,23,Trà Tea Go,QME2.Barriers,None
QME2 - Trà sữa ít đường Vinamilk Happy Milktea_Do not like the flavor/The flavor do not taste good,261,Trà sữa ít đường Vinamilk Happy Milktea,QME2.Barriers,Do not like the flavor/The flavor do not taste good
QME2 - Trà sữa ít đường Vinamilk Happy Milktea_Unhealthy,261,Trà sữa ít đường Vinamilk Happy Milktea,QME2.Barriers,Unhealthy
QME2 - Trà sữa ít đường Vinamilk Happy Milktea_Do not trust in product quality,261,Trà sữa ít đường Vinamilk Happy Milktea,QME2.Barriers,Do not trust in product quality
QME2 - Trà sữa ít đường Vinamilk Happy Milktea_Expensive than I expected,261,Trà sữa ít đường Vinamilk Happy Milktea,QME2.Barriers,Expensive than I expected
QME2 - Trà sữa ít đường Vinamilk Happy Milktea_Too cheap,261,Trà sữa ít đường Vinamilk Happy Milktea,QME2.Barriers,Too cheap
QME2 - Trà sữa ít đường Vinamilk Happy Milktea_Does not have enough flavour that I want to choose,261,Trà sữa ít đường Vinamilk Happy Milktea,QME2.Barriers,Does not have enough flavour that I want to choose
QME2 - Trà sữa ít đường Vinamilk Happy Milktea_Has higher sugar than I needed,261,Trà sữa ít đường Vinamilk Happy Milktea,QME2.Barriers,Has higher sugar than I needed
QME2 - Trà sữa ít đường Vinamilk Happy Milktea_Usually do not have sale promotion while other brands have,261,Trà sữa ít đường Vinamilk Happy Milktea,QME2.Barriers,Usually do not have sale promotion while other brands have
QME2 - Trà sữa ít đường Vinamilk Happy Milktea_Do not want other people see when I drink/buy this brand,261,Trà sữa ít đường Vinamilk Happy Milktea,QME2.Barriers,Do not want other people see when I drink/buy this brand
QME2 - Trà sữa ít đường Vinamilk Happy Milktea_Unpopular brands,261,Trà sữa ít đường Vinamilk Happy Milktea,QME2.Barriers,Unpopular brands
QME2 - Trà sữa ít đường Vinamilk Happy Milktea_Do not like recent packaging designs,261,Trà sữa ít đường Vinamilk Happy Milktea,QME2.Barriers,Do not like recent packaging designs
"QME2 - Trà sữa ít đường Vinamilk Happy Milktea_Does not elegant, premium",261,Trà sữa ít đường Vinamilk Happy Milktea,QME2.Barriers,"Does not elegant, premium"
QME2 - Trà sữa ít đường Vinamilk Happy Milktea_Asked but the store does not sell it,261,Trà sữa ít đường Vinamilk Happy Milktea,QME2.Barriers,Asked but the store does not sell it
QME2 - Trà sữa ít đường Vinamilk Happy Milktea_Not preserved in cool place,261,Trà sữa ít đường Vinamilk Happy Milktea,QME2.Barriers,Not preserved in cool place
QME2 - Trà sữa ít đường Vinamilk Happy Milktea_None,261,Trà sữa ít đường Vinamilk Happy Milktea,QME2.Barriers,None
QME2 - Trà lá vối Seventy_Do not like the flavor/The flavor do not taste good,271,Trà lá vối Seventy,QME2.Barriers,Do not like the flavor/The flavor do not taste good
QME2 - Trà lá vối Seventy_Unhealthy,271,Trà lá vối Seventy,QME2.Barriers,Unhealthy
QME2 - Trà lá vối Seventy_Do not trust in product quality,271,Trà lá vối Seventy,QME2.Barriers,Do not trust in product quality
QME2 - Trà lá vối Seventy_Expensive than I expected,271,Trà lá vối Seventy,QME2.Barriers,Expensive than I expected
QME2 - Trà lá vối Seventy_Too cheap,271,Trà lá vối Seventy,QME2.Barriers,Too cheap
QME2 - Trà lá vối Seventy_Does not have enough flavour that I want to choose,271,Trà lá vối Seventy,QME2.Barriers,Does not have enough flavour that I want to choose
QME2 - Trà lá vối Seventy_Has higher sugar than I needed,271,Trà lá vối Seventy,QME2.Barriers,Has higher sugar than I needed
QME2 - Trà lá vối Seventy_Usually do not have sale promotion while other brands have,271,Trà lá vối Seventy,QME2.Barriers,Usually do not have sale promotion while other brands have
QME2 - Trà lá vối Seventy_Do not want other people see when I drink/buy this brand,271,Trà lá vối Seventy,QME2.Barriers,Do not want other people see when I drink/buy this brand
QME2 - Trà lá vối Seventy_Unpopular brands,271,Trà lá vối Seventy,QME2.Barriers,Unpopular brands
QME2 - Trà lá vối Seventy_Do not like recent packaging designs,271,Trà lá vối Seventy,QME2.Barriers,Do not like recent packaging designs
"QME2 - Trà lá vối Seventy_Does not elegant, premium",271,Trà lá vối Seventy,QME2.Barriers,"Does not elegant, premium"
QME2 - Trà lá vối Seventy_Asked but the store does not sell it,271,Trà lá vối Seventy,QME2.Barriers,Asked but the store does not sell it
QME2 - Trà lá vối Seventy_Not preserved in cool place,271,Trà lá vối Seventy,QME2.Barriers,Not preserved in cool place
QME2 - Trà lá vối Seventy_None,271,Trà lá vối Seventy,QME2.Barriers,None
QME2 - Trà thảo mộc VietFuji_Do not like the flavor/The flavor do not taste good,2000,Trà thảo mộc VietFuji,QME2.Barriers,Do not like the flavor/The flavor do not taste good
QME2 - Trà thảo mộc VietFuji_Unhealthy,2000,Trà thảo mộc VietFuji,QME2.Barriers,Unhealthy
QME2 - Trà thảo mộc VietFuji_Do not trust in product quality,2000,Trà thảo mộc VietFuji,QME2.Barriers,Do not trust in product quality
QME2 - Trà thảo mộc VietFuji_Expensive than I expected,2000,Trà thảo mộc VietFuji,QME2.Barriers,Expensive than I expected
QME2 - Trà thảo mộc VietFuji_Too cheap,2000,Trà thảo mộc VietFuji,QME2.Barriers,Too cheap
QME2 - Trà thảo mộc VietFuji_Does not have enough flavour that I want to choose,2000,Trà thảo mộc VietFuji,QME2.Barriers,Does not have enough flavour that I want to choose
QME2 - Trà thảo mộc VietFuji_Has higher sugar than I needed,2000,Trà thảo mộc VietFuji,QME2.Barriers,Has higher sugar than I needed
QME2 - Trà thảo mộc VietFuji_Usually do not have sale promotion while other brands have,2000,Trà thảo mộc VietFuji,QME2.Barriers,Usually do not have sale promotion while other brands have
QME2 - Trà thảo mộc VietFuji_Do not want other people see when I drink/buy this brand,2000,Trà thảo mộc VietFuji,QME2.Barriers,Do not want other people see when I drink/buy this brand
QME2 - Trà thảo mộc VietFuji_Unpopular brands,2000,Trà thảo mộc VietFuji,QME2.Barriers,Unpopular brands
QME2 - Trà thảo mộc VietFuji_Do not like recent packaging designs,2000,Trà thảo mộc VietFuji,QME2.Barriers,Do not like recent packaging designs
"QME2 - Trà thảo mộc VietFuji_Does not elegant, premium",2000,Trà thảo mộc VietFuji,QME2.Barriers,"Does not elegant, premium"
QME2 - Trà thảo mộc VietFuji_Asked but the store does not sell it,2000,Trà thảo mộc VietFuji,QME2.Barriers,Asked but the store does not sell it
QME2 - Trà thảo mộc VietFuji_Not preserved in cool place,2000,Trà thảo mộc VietFuji,QME2.Barriers,Not preserved in cool place
QME2 - Trà thảo mộc VietFuji_None,2000,Trà thảo mộc VietFuji,QME2.Barriers,None
QME2 - Trà sữa không độ/ Trà sữa Macchiato_Do not like the flavor/The flavor do not taste good,3001,Trà sữa không độ/ Trà sữa Macchiato,QME2.Barriers,Do not like the flavor/The flavor do not taste good
QME2 - Trà sữa không độ/ Trà sữa Macchiato_Unhealthy,3001,Trà sữa không độ/ Trà sữa Macchiato,QME2.Barriers,Unhealthy
QME2 - Trà sữa không độ/ Trà sữa Macchiato_Do not trust in product quality,3001,Trà sữa không độ/ Trà sữa Macchiato,QME2.Barriers,Do not trust in product quality
QME2 - Trà sữa không độ/ Trà sữa Macchiato_Expensive than I expected,3001,Trà sữa không độ/ Trà sữa Macchiato,QME2.Barriers,Expensive than I expected
QME2 - Trà sữa không độ/ Trà sữa Macchiato_Too cheap,3001,Trà sữa không độ/ Trà sữa Macchiato,QME2.Barriers,Too cheap
QME2 - Trà sữa không độ/ Trà sữa Macchiato_Does not have enough flavour that I want to choose,3001,Trà sữa không độ/ Trà sữa Macchiato,QME2.Barriers,Does not have enough flavour that I want to choose
QME2 - Trà sữa không độ/ Trà sữa Macchiato_Has higher sugar than I needed,3001,Trà sữa không độ/ Trà sữa Macchiato,QME2.Barriers,Has higher sugar than I needed
QME2 - Trà sữa không độ/ Trà sữa Macchiato_Usually do not have sale promotion while other brands have,3001,Trà sữa không độ/ Trà sữa Macchiato,QME2.Barriers,Usually do not have sale promotion while other brands have
QME2 - Trà sữa không độ/ Trà sữa Macchiato_Do not want other people see when I drink/buy this brand,3001,Trà sữa không độ/ Trà sữa Macchiato,QME2.Barriers,Do not want other people see when I drink/buy this brand
QME2 - Trà sữa không độ/ Trà sữa Macchiato_Unpopular brands,3001,Trà sữa không độ/ Trà sữa Macchiato,QME2.Barriers,Unpopular brands
QME2 - Trà sữa không độ/ Trà sữa Macchiato_Do not like recent packaging designs,3001,Trà sữa không độ/ Trà sữa Macchiato,QME2.Barriers,Do not like recent packaging designs
"QME2 - Trà sữa không độ/ Trà sữa Macchiato_Does not elegant, premium",3001,Trà sữa không độ/ Trà sữa Macchiato,QME2.Barriers,"Does not elegant, premium"
QME2 - Trà sữa không độ/ Trà sữa Macchiato_Asked but the store does not sell it,3001,Trà sữa không độ/ Trà sữa Macchiato,QME2.Barriers,Asked but the store does not sell it
QME2 - Trà sữa không độ/ Trà sữa Macchiato_Not preserved in cool place,3001,Trà sữa không độ/ Trà sữa Macchiato,QME2.Barriers,Not preserved in cool place
QME2 - Trà sữa không độ/ Trà sữa Macchiato_None,3001,Trà sữa không độ/ Trà sữa Macchiato,QME2.Barriers,None
QME2 - Trà TH True Tea_Do not like the flavor/The flavor do not taste good,5000,Trà TH True Tea,QME2.Barriers,Do not like the flavor/The flavor do not taste good
QME2 - Trà TH True Tea_Unhealthy,5000,Trà TH True Tea,QME2.Barriers,Unhealthy
QME2 - Trà TH True Tea_Do not trust in product quality,5000,Trà TH True Tea,QME2.Barriers,Do not trust in product quality
QME2 - Trà TH True Tea_Expensive than I expected,5000,Trà TH True Tea,QME2.Barriers,Expensive than I expected
QME2 - Trà TH True Tea_Too cheap,5000,Trà TH True Tea,QME2.Barriers,Too cheap
QME2 - Trà TH True Tea_Does not have enough flavour that I want to choose,5000,Trà TH True Tea,QME2.Barriers,Does not have enough flavour that I want to choose
QME2 - Trà TH True Tea_Has higher sugar than I needed,5000,Trà TH True Tea,QME2.Barriers,Has higher sugar than I needed
QME2 - Trà TH True Tea_Usually do not have sale promotion while other brands have,5000,Trà TH True Tea,QME2.Barriers,Usually do not have sale promotion while other brands have
QME2 - Trà TH True Tea_Do not want other people see when I drink/buy this brand,5000,Trà TH True Tea,QME2.Barriers,Do not want other people see when I drink/buy this brand
QME2 - Trà TH True Tea_Unpopular brands,5000,Trà TH True Tea,QME2.Barriers,Unpopular brands
QME2 - Trà TH True Tea_Do not like recent packaging designs,5000,Trà TH True Tea,QME2.Barriers,Do not like recent packaging designs
"QME2 - Trà TH True Tea_Does not elegant, premium",5000,Trà TH True Tea,QME2.Barriers,"Does not elegant, premium"
QME2 - Trà TH True Tea_Asked but the store does not sell it,5000,Trà TH True Tea,QME2.Barriers,Asked but the store does not sell it
QME2 - Trà TH True Tea_Not preserved in cool place,5000,Trà TH True Tea,QME2.Barriers,Not preserved in cool place
QME2 - Trà TH True Tea_None,5000,Trà TH True Tea,QME2.Barriers,None
QME2 - Trà mật ong Boncha_Do not like the flavor/The flavor do not taste good,6001,Trà mật ong Boncha,QME2.Barriers,Do not like the flavor/The flavor do not taste good
QME2 - Trà mật ong Boncha_Unhealthy,6001,Trà mật ong Boncha,QME2.Barriers,Unhealthy
QME2 - Trà mật ong Boncha_Do not trust in product quality,6001,Trà mật ong Boncha,QME2.Barriers,Do not trust in product quality
QME2 - Trà mật ong Boncha_Expensive than I expected,6001,Trà mật ong Boncha,QME2.Barriers,Expensive than I expected
QME2 - Trà mật ong Boncha_Too cheap,6001,Trà mật ong Boncha,QME2.Barriers,Too cheap
QME2 - Trà mật ong Boncha_Does not have enough flavour that I want to choose,6001,Trà mật ong Boncha,QME2.Barriers,Does not have enough flavour that I want to choose
QME2 - Trà mật ong Boncha_Has higher sugar than I needed,6001,Trà mật ong Boncha,QME2.Barriers,Has higher sugar than I needed
